,clean_text,sentiment
25114,produknya lumayan bagus lebih hemat dr pada bli di toko,positive
25115,barang oke sdh dipakai bagus,positive
25116,sesuai ekspektasi pengiriman cepat packaging rapi,positive
25117,pengiriman cepat dan barang bagus original harga juga recomended bnget thx u ,positive
25118,barang bekerja sesuai harapan packaging rapi pengiriman cepat ,positive
25119,good sesuai deskripsi ,positive
25120,barang dikirim tepat waktu sangat membantu ,positive
25121,cepat sampai packing ok tp blm di coba,positive
25122,mantab sesuai order n barang cepet sampai sukses terus gan,positive
25123,pengiriman cepat kemasan rapi,positive
25124,fast respon dan barang sudah sampai,positive
25125,fast responce pengiriman cepat barang oke terimakasih ,positive
25126,barang bagus bisa buat print ga ada kndala ,positive
25127,fast respon packaging bagus pastinya original ,positive
25128,barang telah diterima semoga sukses ya,positive
25129,barang ok dan sesuai ,positive
25130,beli warna dan black tapi black nya error dianggap tidak genuine,negative
25131,repon cepat produk nya jg tersegel baik,positive
25132,barang sesuai order terima kasih ,positive
25133,produk original pengiriman cepat ,positive
25134,tinta original dengan segel hologram pengiriman sangat cepat mengejar deadline sameday delivery ,positive
25135, kali order disini nggk pernah kecewa barang respon dan pengiriman semuanya mantul,positive
25136,barang sudah di terima dengan baik dan sesuai thks gan,positive
25137,proses cepat recommend ,positive
25138,produk original recommended,positive
25139,respon cepat barang sudah diterima pd hari yg sama,positive
25140,pelayanan prima ,positive
25141,respon dan pengiriman super cepat recomended deh,positive
25142,barang sesuai pelayanan memuaskan respon cepat barang rusak diganti baru terima kasih ,positive
25143,best price leadtime proses mulai dari order sampai delivery pendek sekali absolutely bakal jadiin favorit toko ini ,positive
25144,barang bagus cepat pula pengirimannya terima kasih,positive
25145,barang sesuai pesanan dikirim sesuai harapan mungkin catatannya terkait segel foto ,positive
25146,barang sesuai produk dan sudah di pakai dan tintanya sesuai,positive
25147,barang ori seller respon nya juga luarbiasa,positive
25148,produk ori no tipu seller jempolan pokoknya,positive
25149,makasih ya pelayanan super cepat ,positive
25150,terimakasih barang diterima dan oke punya,positive
25151,sdh di coba dan berfungsi normal tq gan,positive
25152,respon penjual cepat dan barang sesuai deskripsi,positive
25153,mantap respond seller amp pengiriman cepat sekali pagi pesan siang sampai produk juga original thank you nanti sudah mau habis di repeat order lagi ,positive
25154,barangnya sudah sampai kemarin gan terima kasih ,positive
25155,produk sesuai deskripsi proses pengiriman sangat cepat mantap,positive
25156,cepat sampai thanks bgt,positive
25157,beli yang kedua kali tp sayang sekali yg ini tintanya keluar ga mulus pas ngeprint tapi respon penjual cepat baik dan memberikan garansi saat ada masalah pada barang,positive
25158,pengiriman cepat mudahan ga masalah,positive
25159,mantap original punya ,positive
25160,respon penjual cepat barang sesuai deskripsi sampai nya lumayan cepat recommended lah,positive
25161,produk original packing rapi recomended seller,positive
25162,produk original amp berfungsi baik respon dari seller sangat cepat ,positive
25163,bagus sekarang kalau butuh tinta pesan dari toko ini ,positive
25164,harga oke packagingnya juga oke selalu puas beli catridhe di sini ,positive
25165,barang sesuai deskripsi pengiriman cepat recommended,positive
25166,mantap dahaaaaaaaaaaa,positive
25167,pengiriman cepat paking rapih recommended seller,positive
25168,barangnya dah sampe gan sesuai pesanan makasih ,positive
25169,murah murah murah di banding toko lokal,positive
25170,baagussss pokoke lah ,positive
25171,cepat rapi dan lengkap dgn nota pembelian barang tokped recommended banget ,positive
25172,original dan sangat fast response,positive
25173,bagus sdh sesuai dg yg diperlukan,positive
25174,fast respond recomended seller ,positive
25175,produk sesuai dan cepat sampai tks ,positive
25176,fast respond and seller good quality recommended,positive
25177,barang original baru pesan gak sampai jam barang tiba makasih gan top bgt,positive
25178,produk oke pengiriman cepat okelah,positive
25179,produk original dan respon seller sangat cepat recommended seller ,positive
25180,sudah sampai sesuai pesanan original sesuai deskripsi thank u,positive
25181,recommended shop udh x melakukan pemesanan di toko ini ,positive
25182,layanannya cepat pake banget recomended seller,positive
25183,pengiriman cpt amp barang ok,positive
25184,yg colour knp tdk di seal sepert yg hitam ,positive
25185,kualitas barang sesuai deskripsi harga murah dan pengiriman cepat ,positive
25186,respon seller cepat dan tanggap pengiriman cepat dan barang sesuai yg ditawarkan,positive
25187,sesuai deskripsi original pula ,positive
25188,mantap thanks recommended ,positive
25189,mantappp brg original amp pengiriman cepat,positive
25190,fast respon good seller,positive
25191,kiriman cepat terima kasih,positive
25192,mantap kirimnya cepet,positive
25193,pengiriman cepat dan sesuai pesanan trims,positive
25194,pesanan sesuai deskripsi terima kasih,positive
25195,sudah pemesanan yang ke sekian kalinya pelayanan super cepat baru pesan beberapa menit kemudian sudah dikirim recommended seller ,positive
25196,barang sesuai pesanan cepat pelayanan oke,positive
25197,sellernya ramah fast respon pengiriman cpettt bangett recomended bgt dah ,positive
25198,pengiriman cepat barang bagus mantuuul,positive
25199,cepat tepat murah recommended seller,positive
25200,pengiriman cepat tanggap sesuai harapan,positive
25201,produk ori sesuai deskripsi trims,positive
25202,terima kasih kak barang sudah diterima dengan packing dan respon yang baik,positive
25203,respon cepat pengiriman cepat top banget ,positive
25204,respon seller cepat dan barang dikemas dg rapi produk sesuai dg deskripsi dan tersegel sukses terus buat agan ini ,positive
25205,harga paling kompetitif dan barang original dari hp,positive
25206,original sgt baik puas,positive
25207,cepat dan berkwalitas ,positive
25208,manteb tinta ori recomended gantitinta,positive
25209,packing rapi respon penjual cepat dan barang ok ,positive
25210,good lah the best mantiwab mantab,positive
25211,pengiriman cepat produk original,positive
25212,paket sudah diterima dengan baik dan sesuai dengan pesanan thanks,positive
25213,kiriman cepat seperti biasa produk sesuai deskripsi ,positive
25214,cepat sampenya belum di coba sih kemasan paket nya baik recomended ,positive
25215,udah ke berapa x nya beli dsni gausah d ragukan lg dweeehhh,positive
25216,produk baik tidak cacat sesuai display packaging rapi,positive
25217,pengiriman cepat barang bagus thank you,positive
25218,trm ksh brg sudah sampai,positive
25219,barang sesuai pesanan harga paling oke pengiriman juga sesuai harapan thanks ,positive
25220,barang datang cepat dan sesuai dengan pesanan,positive
25221,respond seller cepat barang di packing dengan rapih barang sampai dengan selamat dengan kondisi sesui dengan permintaan recommended ,positive
25222,respon cepat sesuai pesanan semoga awet recommended seller,positive
25223,respon nya ngebut banget alias bener cepet sukses terus,positive
25224,barang sudah sampai pengiriman cepat barang sesuai deskripsi ini order yg ke x nya semoga sukses buat tokonya ,positive
25225,sudah kali beli di sini respon cepat n pengiriman super cepat makasih banyak ya ,positive
25226,respondnya cepat trims ,positive
25227,responnya pengiriman cepat ,positive
25228,produk ori sesuai deskripsi packing rapi dan tentu recomended,positive
25229,respon cepat product sesuai,positive
25230,cepat sampai packing rapi murah,positive
25231,produk bagus asli dan baru sudah di coba dan hasilnya memuaskan,positive
25232,thx very guuuuuuuuuuudd superfast,positive
25233,produk ori amp sesuai deskripsi trims,positive
25234,produk dikemas dgn baik dan cpt diproses,positive
25235,cepat ramah rapi dan harga terjangkau,positive
25236,thx gan working dan ori cuman kok di monitor yg warna kelihatannya ga full ya but not problem at all,positive
25237,selalu puas belanja disini dan selalu pesan ulang pengiriman rapi cepat dan barang original ,positive
25238,orisinil pengiriman cepat rekomended,positive
25239,produknya sesuai dan pengiriman cepat,positive
25240,original tinta produknya pesananya cepat sekali sampainya terima kasih,positive
25241,produk original pengiriman cepat,positive
25242,bagus packing rapih dusnya jg utuh ori,positive
25243,produk original pelayanan yang cepat ,positive
25244,terima kasih untuk proses dan pengirimannya yg cepat ,positive
25245,barang ok banget ,positive
25246,barang sesuai okelah makasih,positive
25247,mantaaaaaaaaaaaaaaaaaaaaap,positive
25248,produk original kiriman juga cepat bisa diandalkan,positive
25249,good cepat responya walau toko sudah tutup pada jam mlm,positive
25250,barang bagus pengiriman cepat sesuai dengan pesanan,positive
25251,barang sesuai deskripsi tidak ada masalah makasih,positive
25252,good product fast response n fast delivery ,positive
25253,pengiriman cepat padahal pilih yg reguler paket blm sempat dibuka semoga bagus sptbyg sudah,positive
25254,pengiriman cepat packing rapi barang sesuai,positive
25255,sesuai diskripsi nice ,positive
25256,penjual sangat responsif dan produk sesuai deskripsi ,positive
25257,pengiriman cepat barang sudah diterima dengan baik terima kasih,positive
25258,barang yg diorder sesuai terima kasih ,positive
25259,pengiriman cepat barang ok good seller ,positive
25260,bagus dan recomended banget,positive
25261,respon cepat jne hari,positive
25262,thankkkkssssss produk sudah diterima dan pengiriman cepat,positive
25263,mantapppppppppppppppppppppppppppppppppppppppp,positive
25264,respon cepat n pengiriman cepat smg bisa jadi langganan terus ,positive
25265,fast response dan brg sesuai deskripsi mantap,positive
25266,barang sesuai deskripsi respon cepat packing kurang baik dus penyok khawatir segel lepas,positive
25267,barang sesuai peaanan seller sangat responsif recommend ,positive
25268,respon cepat pengiriman standar,positive
25269,mantap gan barang cepet nyampe ,positive
25270,tinta berfungsi dengan baik terima kasih,positive
25271,packing rapih n aman respon cepet harga murah,positive
25272,pake go send sehari sampai belum sempat dicoba,positive
25273,barang sudah di terima pelayanan cepat trims,positive
25274,thanks brg oriiii fast response,positive
25275,bagus barang sesuai harapan,positive
25276,produk original pengiriman kilat mantap,positive
25277,barang diterima dengan baik amp cepat,positive
25278,packing okee pengiriman cepat,positive
25279,good thanks so much ,positive
25280,kaos ganti presiden mantaaabb ,positive
25281,sudah diterima dengan baik dan sesuai pesanan terima kasih banyak,positive
25282,ori amp super super fast respon seller thx gan,positive
25283,sdh ditrima belum dipakai buat cadangan,positive
25284,produk original fast respon pengiriman juga cepat makasih bnyak gan,positive
25285,topp dech bahkan sudah menjadi langganan ,positive
25286,proses cepat barang mantap thanks ya ,positive
25287,packing rapi and delivery tob ,positive
25288,respon seller dan pengiriman sgt cepat produk original thanks gan,positive
25289,barang sesuai pesanan cepat sampai terima kasih ,positive
25290,seperti biasa selalu pesen disini barang cepet sampe thanks,positive
25291,barang sesuai orderan good packaging thankss,positive
25292,produk sudah diterima dengan cepat dan berfungsi baik recommended seller ,positive
25293,barang smpai dng selamat lagi mantap,positive
25294,mantap pokoke cepat smuanya,positive
25295,produk original terbaik,positive
25296,barang sampai dengan baik belum dicoba semoga beres thx ,positive
25297,quick respon seperti biasa pesanan sesuai terima kasih,positive
25298,packing oke respon seller cepet barangnya juga sesuai dengan harapan,positive
25299,saya demen nih kalo fast response begini,positive
25300,mantap produk berfungsi dengan baik pengiriman cepat top lah pokoknya,positive
25301,oke oke oke oke oke oke oke,positive
25302,barang original sesuai deskripsi seller responsif,positive
25303,terima kasih banyak maaf baru bisa confirm sukses terus gan,positive
25304,barang bagus servis cepat top markotop ,positive
25305,sejauh ini baik terimakasih,positive
25306,barang sudah diterima fast respons thank you,positive
25307,barang ok packing rapih,positive
25308,cepat dan original tidak mengecewakan,positive
25309,sudah sampai dengan selamat thankyou,positive
25310,tinta original pengiriman cepat,positive
25311,mantap rapih packingnya ngirimnya juga cepet,positive
25312,barang sudah sampai seller fast respon ,positive
25313,original makasih yaa ,positive
25314,puaas dan oke top top ttop top,positive
25315,mantabs udah sampai barangnya thanks ya ,positive
25316,brg sdh diterima tepat waktu dan dlm kondisi baik t ksh,positive
25317,toko ini sudah menjadi langganan saya kalau beli tinta merk hp penjual responsif dan pengiriman sangat cepat dan packaging rapi ,positive
25318,pelayanan mantabs fast respon untuk barang oke sesuai deskripsi ,positive
